Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,VR_ID
Que,Montréal,Mercier,Mercier,Apt & Other,4.2,1.3,0.7,0.2,0.9,2018,centre6,Zone44,VR_194
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,VR_195
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Apt & Other,0.0,0.0,0.0,0.0,0.5,2018,centre6,Zone45,VR_196
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,VR_197
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Apt & Other,0.0,2.9,3.8,2.1,3.4,2018,centre6,Zone45,VR_198
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,VR_199
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Apt & Other,0.0,0.2,0.0,0.0,0.0,2018,centre6,Zone45,VR_200
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,VR_201
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,VR_202
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,VR_203
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Apt & Other,0.0,0.0,0.0,1.4,0.0,2018,centre6,Zone46,VR_204
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone47,VR_205
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Apt & Other,0.0,4.8,0.0,0.0,1.8,2018,centre6,Zone47,VR_206
Que,Montréal,Pont-Viau,Pont-Viau,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone48,VR_207
Que,Montréal,Pont-Viau,Pont-Viau,Apt & Other,5.8,5.9,1.4,0.2,2.2,2018,centre6,Zone48,VR_208
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,VR_209
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Apt & Other,0.0,0.0,0.7,0.0,0.6,2018,centre6,Zone49,VR_210
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,VR_211
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Apt & Other,0.0,1.7,0.0,0.0,1.7,2018,centre6,Zone49,VR_212
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,VR_213
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Apt & Other,0.0,0.0,0.0,0.0,0.6,2018,centre6,Zone49,VR_214
Que,Montréal,Vimont/Auteuil,Vimont,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,VR_215
Que,Montréal,Vimont/Auteuil,Vimont,Apt & Other,0.0,0.0,0.2,0.0,0.2,2018,centre6,Zone50,VR_216
Que,Montréal,Vimont/Auteuil,Auteuil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,VR_217
Que,Montréal,Vimont/Auteuil,Auteuil,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,VR_218
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,VR_219
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Apt & Other,0.0,0.0,0.4,0.0,0.3,2018,centre6,Zone51,VR_220
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,VR_221
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Apt & Other,0.0,6.3,2.0,0.0,2.5,2018,centre6,Zone51,VR_222
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,VR_223
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,VR_224
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,VR_225
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Apt & Other,0.0,0.8,0.0,0.0,0.0,2018,centre6,Zone52,VR_226
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,VR_227
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,VR_228
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,VR_229
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Apt & Other,0.0,0.0,1.1,0.4,1.2,2018,centre6,Zone52,VR_230
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,VR_231
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,VR_232
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,VR_233
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Apt & Other,0.0,0.0,0.2,0.0,0.1,2018,centre6,Zone52,VR_234
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,VR_235
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Apt & Other,0.0,0.6,0.0,0.0,0.0,2018,centre6,Zone53,VR_236
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,VR_237
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Apt & Other,0.0,0.0,0.4,0.5,0.3,2018,centre6,Zone53,VR_238
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,VR_239
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Apt & Other,0.0,0.0,0.1,0.0,0.1,2018,centre6,Zone53,VR_240
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,VR_241
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,VR_242
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,VR_243
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Apt & Other,0.0,0.0,0.6,0.0,0.7,2018,centre6,Zone53,VR_244
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,VR_245
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Apt & Other,0.0,0.4,1.3,0.0,1.2,2018,centre6,Zone54,VR_246
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,VR_247
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,VR_248
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,VR_249
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Apt & Other,0.0,0.0,0.0,0.7,0.1,2018,centre6,Zone54,VR_250
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,VR_251
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,VR_252
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,VR_253
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Apt & Other,0.0,2.9,0.0,0.0,0.5,2018,centre6,Zone55,VR_254
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,VR_255
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Apt & Other,0.9,0.7,0.0,1.1,2.1,2018,centre6,Zone55,VR_256
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,VR_257
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Apt & Other,0.0,0.0,0.5,0.0,0.0,2018,centre6,Zone55,VR_258
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,VR_259
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Apt & Other,0.0,0.0,0.6,0.0,0.4,2018,centre6,Zone55,VR_260
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,VR_261
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Apt & Other,0.0,0.0,0.6,0.0,0.4,2018,centre6,Zone55,VR_262
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,VR_263
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Apt & Other,0.0,0.0,0.6,0.0,0.3,2018,centre6,Zone55,VR_264
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,VR_265
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Apt & Other,0.0,0.7,0.0,0.0,0.0,2018,centre6,Zone56,VR_266
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,VR_267
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,VR_268
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,VR_269
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Apt & Other,0.0,0.0,0.0,0.0,0.7,2018,centre6,Zone56,VR_270
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Bellefeuille/St-Colomban/Gore,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,VR_271
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Bellefeuille/St-Colomban/Gore,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,VR_272
Que,Montréal,Longueuil,Longueuil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone57,VR_273
Que,Montréal,Longueuil,Longueuil,Apt & Other,0.0,2.5,2.0,0.6,2.0,2018,centre6,Zone57,VR_274
Que,Montréal,Boucherville/Brossard etc.,Saint-Lambert,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,VR_275
Que,Montréal,Boucherville/Brossard etc.,Saint-Lambert,Apt & Other,0.0,3.0,0.0,0.0,3.6,2018,centre6,Zone58,VR_276
Que,Montréal,Boucherville/Brossard etc.,Lemoyne,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,VR_277
Que,Montréal,Boucherville/Brossard etc.,Lemoyne,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,VR_278
Que,Montréal,Boucherville/Brossard etc.,Greenfield Park,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,VR_279
Que,Montréal,Boucherville/Brossard etc.,Greenfield Park,Apt & Other,0.0,2.6,3.0,0.0,2.5,2018,centre6,Zone58,VR_280
Que,Montréal,Boucherville/Brossard etc.,Brossard,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,VR_281
Que,Montréal,Boucherville/Brossard etc.,Brossard,Apt & Other,0.0,1.7,0.0,1.4,2.6,2018,centre6,Zone58,VR_282
Que,Montréal,Boucherville/Brossard etc.,Saint-Hubert,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,VR_283
Que,Montréal,Boucherville/Brossard etc.,Saint-Hubert,Apt & Other,0.0,1.0,0.0,0.0,0.8,2018,centre6,Zone58,VR_284
Que,Montréal,Boucherville/Brossard etc.,Boucherville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,VR_285
Que,Montréal,Boucherville/Brossard etc.,Boucherville,Apt & Other,0.0,0.0,0.4,0.0,0.6,2018,centre6,Zone58,VR_286
Que,Montréal,Beauharnois/La Prairie/Léry etc.,La Prairie,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_287
Que,Montréal,Beauharnois/La Prairie/Léry etc.,La Prairie,Apt & Other,0.0,0.0,0.0,0.0,4.5,2018,centre6,Zone59,VR_288
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Candiac,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_289
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Candiac,Apt & Other,0.0,0.0,0.7,0.0,0.7,2018,centre6,Zone59,VR_290
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Delson,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_291
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Delson,Apt & Other,0.0,0.0,0.0,0.0,0.6,2018,centre6,Zone59,VR_292
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Sainte-Catherine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_293
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Sainte-Catherine,Apt & Other,0.0,0.0,0.4,0.0,0.4,2018,centre6,Zone59,VR_294
Que,Montréal,Beauharnois/La Prairie/Léry etc.,St-Constant/St-Mathieu/St-Philippe,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_295
Que,Montréal,Beauharnois/La Prairie/Léry etc.,St-Constant/St-Mathieu/St-Philippe,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_296
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Châteauguay/Léry,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_297
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Châteauguay/Léry,Apt & Other,0.0,1.4,3.1,0.0,2.6,2018,centre6,Zone59,VR_298
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Saint-Isidore/Ville de Mercier,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_299
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Saint-Isidore/Ville de Mercier,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_300
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Maple Grove/Beauharnois,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_301
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Maple Grove/Beauharnois,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,VR_302
Que,Montréal,Beloeil/McMasterville etc.,Saint-Bruno-de-Montarville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_303
Que,Montréal,Beloeil/McMasterville etc.,Saint-Bruno-de-Montarville,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_304
Que,Montréal,Beloeil/McMasterville etc.,Saint-Basile-le-Grand,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_305
Que,Montréal,Beloeil/McMasterville etc.,Saint-Basile-le-Grand,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_306
Que,Montréal,Beloeil/McMasterville etc.,McMasterville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_307
Que,Montréal,Beloeil/McMasterville etc.,McMasterville,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_308
Que,Montréal,Beloeil/McMasterville etc.,Beloeil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_309
Que,Montréal,Beloeil/McMasterville etc.,Beloeil,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_310
Que,Montréal,Beloeil/McMasterville etc.,Ste-Julie/St-Mathieu-de-Beloeil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_311
Que,Montréal,Beloeil/McMasterville etc.,Ste-Julie/St-Mathieu-de-Beloeil,Apt & Other,0.0,0.4,1.2,0.4,0.9,2018,centre6,Zone60,VR_312
Que,Montréal,Beloeil/McMasterville etc.,Saint-Amable,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_313
Que,Montréal,Beloeil/McMasterville etc.,Saint-Amable,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_314
Que,Montréal,Beloeil/McMasterville etc.,Varennes,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_315
Que,Montréal,Beloeil/McMasterville etc.,Varennes,Apt & Other,0.0,0.0,0.5,0.0,0.4,2018,centre6,Zone60,VR_316
Que,Montréal,Beloeil/McMasterville etc.,Verchères,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_317
Que,Montréal,Beloeil/McMasterville etc.,Verchères,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,VR_318
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Otterburn Park,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_319
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Otterburn Park,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_320
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Mont-Saint-Hilaire,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_321
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Mont-Saint-Hilaire,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_322
Que,Montréal,Carignan/Chambly/St-Mathias etc.,St-Mathias-sur-Richelieu,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_323
Que,Montréal,Carignan/Chambly/St-Mathias etc.,St-Mathias-sur-Richelieu,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_324
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Carignan/Chambly,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_325
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Carignan/Chambly,Apt & Other,0.0,0.7,0.0,0.0,0.0,2018,centre6,Zone61,VR_326
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Richelieu,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,VR_327
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Richelieu,Apt & Other,0.0,0.0,0.0,0.0,0.6,2018,centre6,Zone61,VR_328
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,N.D.-Île-Perr./Pinc./T.-Vaudr./Île-Perr.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,VR_329
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,N.D.-Île-Perr./Pinc./T.-Vaudr./Île-Perr.,Apt & Other,0.0,0.0,0.0,0.0,1.2,2018,centre6,Zone62,VR_330
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,VR_331
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges North,Apt & Other,0.0,0.0,0.4,0.0,0.3,2018,centre6,Zone62,VR_332
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges South,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,VR_333
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges South,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,VR_334
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,St-Lazare/Hudson,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,VR_335
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,St-Lazare/Hudson,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,VR_336
Que,Montréal,Saint-Jean,Saint-Jean,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone63,VR_337
Que,Montréal,Saint-Jean,Saint-Jean,Apt & Other,0.0,0.0,1.0,0.0,1.6,2018,centre6,Zone63,VR_338
Que,Montréal,Iberville,Iberville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone64,VR_339
Que,Montréal,Iberville,Iberville,Apt & Other,0.0,0.0,0.6,0.0,0.6,2018,centre6,Zone64,VR_340
Que,Montréal,Saint-Luc,Saint-Athanase,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,VR_341
Que,Montréal,Saint-Luc,Saint-Athanase,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,VR_342
Que,Montréal,Saint-Luc,L'Acadie/Saint-Luc,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,VR_343
Que,Montréal,Saint-Luc,L'Acadie/Saint-Luc,Apt & Other,0.0,0.0,0.0,0.0,0.4,2018,centre6,Zone65,VR_344
Que,Montréal,Saint-Lin–Laurentides V,Saint-Lin–Laurentides V,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone66,VR_345
Que,Montréal,Saint-Lin–Laurentides V,Saint-Lin–Laurentides V,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone66,VR_346
Que,Gatineau,Hull,Centre-ville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone67,VR_347
Que,Gatineau,Hull,Centre-ville,Apt & Other,0.0,0.2,0.0,0.0,0.0,2018,centre7,Zone67,VR_348
Que,Gatineau,Hull,Lac-des-Fées/Mont-Bleu/Hautes-Plaines,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone67,VR_349
Que,Gatineau,Hull,Lac-des-Fées/Mont-Bleu/Hautes-Plaines,Apt & Other,2.2,0.7,1.1,0.8,1.0,2018,centre7,Zone67,VR_350
Que,Gatineau,Aylmer,Les Golfs,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,VR_351
Que,Gatineau,Aylmer,Les Golfs,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,VR_352
Que,Gatineau,Aylmer,Lac-Deschênes,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,VR_353
Que,Gatineau,Aylmer,Lac-Deschênes,Apt & Other,2.6,3.2,0.0,0.0,2.5,2018,centre7,Zone68,VR_354
Que,Gatineau,Aylmer,Le Plateau,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,VR_355
Que,Gatineau,Aylmer,Le Plateau,Apt & Other,0.0,0.0,0.0,0.0,0.7,2018,centre7,Zone68,VR_356
Que,Gatineau,Gatineau,Rivière-Gatineau/Les Rapides,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_357
Que,Gatineau,Gatineau,Rivière-Gatineau/Les Rapides,Apt & Other,0.0,0.2,0.7,0.0,0.0,2018,centre7,Zone69,VR_358
Que,Gatineau,Gatineau,Du Moulin,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_359
Que,Gatineau,Gatineau,Du Moulin,Apt & Other,0.0,0.5,0.3,0.8,0.5,2018,centre7,Zone69,VR_360
Que,Gatineau,Gatineau,Rivière-Blanche,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_361
Que,Gatineau,Gatineau,Rivière-Blanche,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_362
Que,Gatineau,Gatineau,Masson-Angers,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_363
Que,Gatineau,Gatineau,Masson-Angers,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_364
Que,Gatineau,Gatineau,Buckingham,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_365
Que,Gatineau,Gatineau,Buckingham,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,VR_366
Que,Gatineau,Peripheral,Cantley,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone70,VR_367
Que,Gatineau,Peripheral,Cantley,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone70,VR_368
Que,Gatineau,Peripheral,Gatineau CMA Remainder,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone70,VR_369
Que,Gatineau,Peripheral,Gatineau CMA Remainder,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone70,VR_370
Que,Québec,Haute-Ville,Vieux-Port,Row,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone71,VR_371
Que,Québec,Haute-Ville,Vieux-Port,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone71,VR_372
Que,Québec,Haute-Ville,Cap-Blanc/Vieux-Québec/St-Jean-Baptiste,Row,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone71,VR_373
Que,Québec,Haute-Ville,Cap-Blanc/Vieux-Québec/St-Jean-Baptiste,Apt & Other,5.6,0.0,0.4,0.4,2.5,2018,centre8,Zone71,VR_374
