Rent ID,Province,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Neighbourhood_id,Dwelling_id
Rent_17,N.S.,0.0,0.0,0.0,1570.0,1570.0,2018,centre2,Zone6,Neighbourhood9,Dwelling1
Rent_18,N.S.,1088.0,787.0,1270.0,0.0,1148.0,2018,centre2,Zone6,Neighbourhood9,Dwelling2
Rent_19,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone6,Neighbourhood10,Dwelling1
Rent_20,N.S.,598.0,686.0,893.0,1036.0,823.0,2018,centre2,Zone6,Neighbourhood10,Dwelling2
Rent_21,N.S.,0.0,0.0,0.0,1684.0,1684.0,2018,centre2,Zone7,Neighbourhood11,Dwelling1
Rent_22,N.S.,0.0,718.0,0.0,0.0,0.0,2018,centre2,Zone7,Neighbourhood11,Dwelling2
Rent_23,N.S.,0.0,0.0,1252.0,0.0,1252.0,2018,centre2,Zone7,Neighbourhood12,Dwelling1
Rent_24,N.S.,0.0,874.0,1234.0,1351.0,1138.0,2018,centre2,Zone7,Neighbourhood12,Dwelling2
Rent_25,N.S.,0.0,0.0,0.0,1464.0,1311.0,2018,centre2,Zone7,Neighbourhood13,Dwelling1
Rent_26,N.S.,751.0,855.0,1066.0,1320.0,1026.0,2018,centre2,Zone7,Neighbourhood13,Dwelling2
Rent_27,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone7,Neighbourhood14,Dwelling1
Rent_28,N.S.,0.0,996.0,1323.0,1506.0,1259.0,2018,centre2,Zone7,Neighbourhood14,Dwelling2
Rent_29,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone8,Neighbourhood15,Dwelling1
Rent_30,N.S.,645.0,770.0,896.0,0.0,839.0,2018,centre2,Zone8,Neighbourhood15,Dwelling2
Rent_31,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone8,Neighbourhood16,Dwelling1
Rent_32,N.S.,674.0,860.0,1078.0,1230.0,998.0,2018,centre2,Zone8,Neighbourhood16,Dwelling2
Rent_33,N.S.,0.0,0.0,0.0,952.0,795.0,2018,centre2,Zone8,Neighbourhood17,Dwelling1
Rent_34,N.S.,600.0,679.0,845.0,0.0,758.0,2018,centre2,Zone8,Neighbourhood17,Dwelling2
Rent_35,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone9,Neighbourhood18,Dwelling1
Rent_36,N.S.,586.0,758.0,818.0,917.0,804.0,2018,centre2,Zone9,Neighbourhood18,Dwelling2
Rent_37,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone9,Neighbourhood19,Dwelling1
Rent_38,N.S.,843.0,959.0,1425.0,0.0,1266.0,2018,centre2,Zone9,Neighbourhood19,Dwelling2
Rent_39,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone10,Neighbourhood20,Dwelling1
Rent_40,N.S.,0.0,1103.0,1506.0,0.0,1428.0,2018,centre2,Zone10,Neighbourhood20,Dwelling2
Rent_41,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone10,Neighbourhood21,Dwelling1
Rent_42,N.S.,0.0,675.0,769.0,792.0,745.0,2018,centre2,Zone10,Neighbourhood21,Dwelling2
Rent_43,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone10,Neighbourhood22,Dwelling1
Rent_44,N.S.,0.0,0.0,835.0,0.0,820.0,2018,centre2,Zone10,Neighbourhood22,Dwelling2
Rent_45,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone11,Neighbourhood23,Dwelling1
Rent_46,N.S.,0.0,843.0,1278.0,1498.0,1249.0,2018,centre2,Zone11,Neighbourhood23,Dwelling2
Rent_47,N.S.,0.0,0.0,1444.0,1453.0,1449.0,2018,centre2,Zone12,Neighbourhood24,Dwelling1
Rent_48,N.S.,0.0,985.0,1082.0,1286.0,1093.0,2018,centre2,Zone12,Neighbourhood24,Dwelling2
Rent_49,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood25,Dwelling1
Rent_50,N.S.,0.0,816.0,1130.0,0.0,1036.0,2018,centre2,Zone3,Neighbourhood25,Dwelling2
Rent_51,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood26,Dwelling1
Rent_52,N.S.,0.0,0.0,1555.0,1707.0,1549.0,2018,centre2,Zone3,Neighbourhood26,Dwelling2
Rent_53,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood27,Dwelling1
Rent_54,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood27,Dwelling2
Rent_55,N.S.,0.0,0.0,0.0,1375.0,1375.0,2018,centre2,Zone3,Neighbourhood28,Dwelling1
Rent_56,N.S.,0.0,0.0,678.0,0.0,671.0,2018,centre2,Zone3,Neighbourhood28,Dwelling2
Rent_57,N.S.,0.0,0.0,0.0,0.0,1397.0,2018,centre2,Zone3,Neighbourhood29,Dwelling1
Rent_58,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood29,Dwelling2
Rent_59,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone13,Neighbourhood30,Dwelling1
Rent_60,N.B.,588.0,719.0,833.0,802.0,769.0,2018,centre3,Zone13,Neighbourhood30,Dwelling2
Rent_61,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone13,Neighbourhood31,Dwelling1
Rent_62,N.B.,565.0,650.0,776.0,825.0,740.0,2018,centre3,Zone13,Neighbourhood31,Dwelling2
Rent_63,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone14,Neighbourhood32,Dwelling1
Rent_64,N.B.,626.0,699.0,802.0,818.0,755.0,2018,centre3,Zone14,Neighbourhood32,Dwelling2
Rent_65,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood33,Dwelling1
Rent_66,N.B.,0.0,642.0,807.0,0.0,829.0,2018,centre3,Zone15,Neighbourhood33,Dwelling2
Rent_67,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood34,Dwelling1
Rent_68,N.B.,0.0,680.0,866.0,1001.0,855.0,2018,centre3,Zone15,Neighbourhood34,Dwelling2
Rent_69,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood35,Dwelling1
Rent_70,N.B.,684.0,664.0,786.0,0.0,766.0,2018,centre3,Zone15,Neighbourhood35,Dwelling2
Rent_71,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood36,Dwelling1
Rent_72,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood36,Dwelling2
Rent_73,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone16,Neighbourhood37,Dwelling1
Rent_74,N.B.,602.0,657.0,785.0,911.0,736.0,2018,centre3,Zone16,Neighbourhood37,Dwelling2
Rent_75,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone16,Neighbourhood38,Dwelling1
Rent_76,N.B.,0.0,844.0,957.0,0.0,945.0,2018,centre3,Zone16,Neighbourhood38,Dwelling2
Rent_77,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone17,Neighbourhood39,Dwelling1
Rent_78,N.B.,0.0,754.0,836.0,1135.0,834.0,2018,centre3,Zone17,Neighbourhood39,Dwelling2
Rent_79,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone18,Neighbourhood40,Dwelling1
Rent_80,N.B.,0.0,703.0,827.0,1000.0,811.0,2018,centre3,Zone18,Neighbourhood40,Dwelling2
Rent_81,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone18,Neighbourhood41,Dwelling1
Rent_82,N.B.,0.0,0.0,797.0,0.0,779.0,2018,centre3,Zone18,Neighbourhood41,Dwelling2
Rent_83,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone18,Neighbourhood42,Dwelling1
Rent_84,N.B.,0.0,906.0,1095.0,0.0,1072.0,2018,centre3,Zone18,Neighbourhood42,Dwelling2
Rent_85,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone3,Neighbourhood43,Dwelling1
Rent_86,N.B.,0.0,536.0,704.0,0.0,657.0,2018,centre3,Zone3,Neighbourhood43,Dwelling2
Rent_87,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone3,Neighbourhood44,Dwelling1
Rent_88,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone3,Neighbourhood44,Dwelling2
Rent_89,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone19,Neighbourhood5,Dwelling1
Rent_90,N.B.,433.0,630.0,693.0,867.0,644.0,2018,centre4,Zone19,Neighbourhood5,Dwelling2
Rent_91,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone19,Neighbourhood45,Dwelling1
Rent_92,N.B.,583.0,663.0,836.0,1024.0,750.0,2018,centre4,Zone19,Neighbourhood45,Dwelling2
Rent_93,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone20,Neighbourhood46,Dwelling1
Rent_94,N.B.,0.0,579.0,696.0,800.0,690.0,2018,centre4,Zone20,Neighbourhood46,Dwelling2
Rent_95,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone21,Neighbourhood47,Dwelling1
Rent_96,N.B.,479.0,592.0,684.0,723.0,655.0,2018,centre4,Zone21,Neighbourhood47,Dwelling2
Rent_97,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone21,Neighbourhood8,Dwelling1
Rent_98,N.B.,598.0,763.0,809.0,748.0,785.0,2018,centre4,Zone21,Neighbourhood8,Dwelling2
Rent_99,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone21,Neighbourhood48,Dwelling1
Rent_100,N.B.,571.0,666.0,787.0,0.0,771.0,2018,centre4,Zone21,Neighbourhood48,Dwelling2
Rent_101,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone22,Neighbourhood49,Dwelling1
Rent_102,N.B.,556.0,622.0,757.0,764.0,728.0,2018,centre4,Zone22,Neighbourhood49,Dwelling2
Rent_103,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood50,Dwelling1
Rent_104,N.B.,0.0,611.0,665.0,0.0,667.0,2018,centre4,Zone23,Neighbourhood50,Dwelling2
Rent_105,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood51,Dwelling1
Rent_106,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood51,Dwelling2
Rent_107,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood52,Dwelling1
Rent_108,N.B.,0.0,0.0,0.0,0.0,562.0,2018,centre4,Zone23,Neighbourhood52,Dwelling2
Rent_109,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood53,Dwelling1
Rent_110,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood53,Dwelling2
Rent_111,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone24,Neighbourhood54,Dwelling1
Rent_112,Que,514.0,456.0,553.0,622.0,543.0,2018,centre5,Zone24,Neighbourhood54,Dwelling2
Rent_113,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone24,Neighbourhood55,Dwelling1
Rent_114,Que,0.0,440.0,487.0,602.0,517.0,2018,centre5,Zone24,Neighbourhood55,Dwelling2
Rent_115,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone25,Neighbourhood56,Dwelling1
Rent_116,Que,441.0,479.0,576.0,607.0,530.0,2018,centre5,Zone25,Neighbourhood56,Dwelling2
Rent_117,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone25,Neighbourhood57,Dwelling1
Rent_118,Que,435.0,503.0,675.0,704.0,643.0,2018,centre5,Zone25,Neighbourhood57,Dwelling2
Rent_119,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood58,Dwelling1
Rent_120,Que,429.0,461.0,571.0,688.0,558.0,2018,centre5,Zone26,Neighbourhood58,Dwelling2
Rent_121,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood59,Dwelling1
Rent_122,Que,389.0,469.0,635.0,766.0,619.0,2018,centre5,Zone26,Neighbourhood59,Dwelling2
Rent_123,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood60,Dwelling1
Rent_124,Que,0.0,0.0,504.0,0.0,557.0,2018,centre5,Zone26,Neighbourhood60,Dwelling2
Rent_125,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone27,Neighbourhood61,Dwelling1
Rent_126,Que,0.0,445.0,514.0,540.0,506.0,2018,centre5,Zone27,Neighbourhood61,Dwelling2
Rent_127,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone28,Neighbourhood62,Dwelling1
Rent_128,Que,867.0,1119.0,1587.0,1681.0,1164.0,2018,centre6,Zone28,Neighbourhood62,Dwelling2
Rent_129,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone28,Neighbourhood63,Dwelling1
Rent_130,Que,733.0,933.0,1157.0,1175.0,1001.0,2018,centre6,Zone28,Neighbourhood63,Dwelling2
Rent_131,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone29,Neighbourhood64,Dwelling1
Rent_132,Que,530.0,697.0,718.0,866.0,715.0,2018,centre6,Zone29,Neighbourhood64,Dwelling2
Rent_133,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone29,Neighbourhood65,Dwelling1
Rent_134,Que,0.0,837.0,801.0,931.0,823.0,2018,centre6,Zone29,Neighbourhood65,Dwelling2
Rent_135,Que,0.0,0.0,0.0,890.0,890.0,2018,centre6,Zone30,Neighbourhood66,Dwelling1
Rent_136,Que,519.0,671.0,754.0,1049.0,789.0,2018,centre6,Zone30,Neighbourhood66,Dwelling2
Rent_137,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood67,Dwelling1
Rent_138,Que,818.0,1200.0,0.0,2514.0,0.0,2018,centre6,Zone31,Neighbourhood67,Dwelling2
Rent_139,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood68,Dwelling1
Rent_140,Que,609.0,748.0,918.0,1052.0,808.0,2018,centre6,Zone31,Neighbourhood68,Dwelling2
Rent_141,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood69,Dwelling1
Rent_142,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood69,Dwelling2
Rent_143,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood70,Dwelling1
Rent_144,Que,567.0,850.0,1224.0,1459.0,1039.0,2018,centre6,Zone31,Neighbourhood70,Dwelling2
Rent_145,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone32,Neighbourhood71,Dwelling1
Rent_146,Que,602.0,768.0,963.0,1319.0,865.0,2018,centre6,Zone32,Neighbourhood71,Dwelling2
Rent_147,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone32,Neighbourhood72,Dwelling1
Rent_148,Que,0.0,942.0,1289.0,0.0,1168.0,2018,centre6,Zone32,Neighbourhood72,Dwelling2
Rent_149,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone32,Neighbourhood73,Dwelling1
Rent_150,Que,0.0,848.0,1076.0,1324.0,996.0,2018,centre6,Zone32,Neighbourhood73,Dwelling2
Rent_151,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone33,Neighbourhood74,Dwelling1
Rent_152,Que,753.0,887.0,1059.0,1481.0,965.0,2018,centre6,Zone33,Neighbourhood74,Dwelling2
Rent_153,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone34,Neighbourhood75,Dwelling1
Rent_154,Que,469.0,584.0,626.0,0.0,604.0,2018,centre6,Zone34,Neighbourhood75,Dwelling2
Rent_155,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone34,Neighbourhood76,Dwelling1
Rent_156,Que,555.0,622.0,823.0,0.0,761.0,2018,centre6,Zone34,Neighbourhood76,Dwelling2
Rent_157,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone34,Neighbourhood77,Dwelling1
Rent_158,Que,532.0,555.0,655.0,800.0,638.0,2018,centre6,Zone34,Neighbourhood77,Dwelling2
Rent_159,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone35,Neighbourhood78,Dwelling1
Rent_160,Que,681.0,755.0,797.0,995.0,828.0,2018,centre6,Zone35,Neighbourhood78,Dwelling2
Rent_161,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone35,Neighbourhood79,Dwelling1
Rent_162,Que,520.0,621.0,718.0,981.0,692.0,2018,centre6,Zone35,Neighbourhood79,Dwelling2
Rent_163,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone36,Neighbourhood80,Dwelling1
Rent_164,Que,549.0,657.0,752.0,1186.0,745.0,2018,centre6,Zone36,Neighbourhood80,Dwelling2
Rent_165,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone37,Neighbourhood81,Dwelling1
Rent_166,Que,481.0,545.0,699.0,910.0,714.0,2018,centre6,Zone37,Neighbourhood81,Dwelling2
Rent_167,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone37,Neighbourhood82,Dwelling1
Rent_168,Que,537.0,621.0,716.0,741.0,683.0,2018,centre6,Zone37,Neighbourhood82,Dwelling2
Rent_169,Que,0.0,475.0,620.0,0.0,572.0,2018,centre6,Zone38,Neighbourhood83,Dwelling1
Rent_170,Que,516.0,576.0,657.0,896.0,661.0,2018,centre6,Zone38,Neighbourhood83,Dwelling2
Rent_171,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone39,Neighbourhood84,Dwelling1
Rent_172,Que,491.0,643.0,796.0,1028.0,741.0,2018,centre6,Zone39,Neighbourhood84,Dwelling2
Rent_173,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone39,Neighbourhood85,Dwelling1
Rent_174,Que,471.0,621.0,726.0,1173.0,689.0,2018,centre6,Zone39,Neighbourhood85,Dwelling2
Rent_175,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone40,Neighbourhood86,Dwelling1
Rent_176,Que,610.0,746.0,866.0,946.0,822.0,2018,centre6,Zone40,Neighbourhood86,Dwelling2
Rent_177,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone41,Neighbourhood87,Dwelling1
Rent_178,Que,534.0,608.0,703.0,862.0,694.0,2018,centre6,Zone41,Neighbourhood87,Dwelling2
Rent_179,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone41,Neighbourhood88,Dwelling1
Rent_180,Que,574.0,747.0,903.0,1149.0,839.0,2018,centre6,Zone41,Neighbourhood88,Dwelling2
Rent_181,Que,0.0,0.0,1138.0,1508.0,1342.0,2018,centre6,Zone42,Neighbourhood89,Dwelling1
Rent_182,Que,735.0,1056.0,1193.0,1229.0,1126.0,2018,centre6,Zone42,Neighbourhood89,Dwelling2
Rent_183,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone42,Neighbourhood90,Dwelling1
Rent_184,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone42,Neighbourhood90,Dwelling2
Rent_185,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone42,Neighbourhood91,Dwelling1
Rent_186,Que,536.0,680.0,781.0,965.0,739.0,2018,centre6,Zone42,Neighbourhood91,Dwelling2
Rent_187,Que,0.0,0.0,1040.0,1240.0,1141.0,2018,centre6,Zone43,Neighbourhood92,Dwelling1
Rent_188,Que,571.0,760.0,887.0,1067.0,853.0,2018,centre6,Zone43,Neighbourhood92,Dwelling2
Rent_189,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone43,Neighbourhood93,Dwelling1
Rent_190,Que,607.0,748.0,862.0,952.0,828.0,2018,centre6,Zone43,Neighbourhood93,Dwelling2
Rent_191,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone43,Neighbourhood94,Dwelling1
Rent_192,Que,510.0,620.0,730.0,0.0,705.0,2018,centre6,Zone43,Neighbourhood94,Dwelling2
Rent_193,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone44,Neighbourhood95,Dwelling1
Rent_194,Que,600.0,608.0,712.0,1033.0,735.0,2018,centre6,Zone44,Neighbourhood95,Dwelling2
Rent_195,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Neighbourhood96,Dwelling1
Rent_196,Que,0.0,0.0,0.0,0.0,732.0,2018,centre6,Zone45,Neighbourhood96,Dwelling2
Rent_197,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Neighbourhood97,Dwelling1
Rent_198,Que,562.0,601.0,707.0,868.0,708.0,2018,centre6,Zone45,Neighbourhood97,Dwelling2
Rent_199,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Neighbourhood98,Dwelling1
Rent_200,Que,0.0,574.0,752.0,813.0,739.0,2018,centre6,Zone45,Neighbourhood98,Dwelling2
Rent_201,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,Neighbourhood99,Dwelling1
Rent_202,Que,0.0,692.0,801.0,1050.0,867.0,2018,centre6,Zone46,Neighbourhood99,Dwelling2
Rent_203,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,Neighbourhood100,Dwelling1
Rent_204,Que,628.0,785.0,883.0,1220.0,888.0,2018,centre6,Zone46,Neighbourhood100,Dwelling2
Rent_205,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone47,Neighbourhood101,Dwelling1
Rent_206,Que,592.0,620.0,729.0,851.0,709.0,2018,centre6,Zone47,Neighbourhood101,Dwelling2
Rent_207,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone48,Neighbourhood102,Dwelling1
Rent_208,Que,773.0,798.0,731.0,776.0,762.0,2018,centre6,Zone48,Neighbourhood102,Dwelling2
Rent_209,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Neighbourhood103,Dwelling1
Rent_210,Que,0.0,0.0,762.0,0.0,740.0,2018,centre6,Zone49,Neighbourhood103,Dwelling2
Rent_211,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Neighbourhood104,Dwelling1
Rent_212,Que,541.0,685.0,707.0,753.0,701.0,2018,centre6,Zone49,Neighbourhood104,Dwelling2
Rent_213,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Neighbourhood105,Dwelling1
Rent_214,Que,0.0,608.0,682.0,819.0,723.0,2018,centre6,Zone49,Neighbourhood105,Dwelling2
Rent_215,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,Neighbourhood106,Dwelling1
Rent_216,Que,0.0,613.0,748.0,1028.0,748.0,2018,centre6,Zone50,Neighbourhood106,Dwelling2
Rent_217,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,Neighbourhood107,Dwelling1
Rent_218,Que,0.0,819.0,786.0,0.0,803.0,2018,centre6,Zone50,Neighbourhood107,Dwelling2
Rent_219,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood108,Dwelling1
Rent_220,Que,538.0,613.0,755.0,912.0,756.0,2018,centre6,Zone51,Neighbourhood108,Dwelling2
Rent_221,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood109,Dwelling1
Rent_222,Que,0.0,683.0,773.0,831.0,777.0,2018,centre6,Zone51,Neighbourhood109,Dwelling2
Rent_223,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood110,Dwelling1
Rent_224,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood110,Dwelling2
Rent_225,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood111,Dwelling1
Rent_226,Que,0.0,686.0,765.0,865.0,784.0,2018,centre6,Zone52,Neighbourhood111,Dwelling2
Rent_227,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood112,Dwelling1
Rent_228,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood112,Dwelling2
Rent_229,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood113,Dwelling1
Rent_230,Que,538.0,679.0,719.0,781.0,719.0,2018,centre6,Zone52,Neighbourhood113,Dwelling2
Rent_231,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood114,Dwelling1
Rent_232,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood114,Dwelling2
Rent_233,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood115,Dwelling1
Rent_234,Que,0.0,0.0,737.0,933.0,813.0,2018,centre6,Zone52,Neighbourhood115,Dwelling2
Rent_235,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,Neighbourhood116,Dwelling1
Rent_236,Que,0.0,0.0,726.0,811.0,766.0,2018,centre6,Zone53,Neighbourhood116,Dwelling2
